업소명,도로명주소,주요음식,신청일자,지정일자,재지정일자
왕건횟집,"강원도 속초시 영랑해안길 15, 1~2층 (동명동)","모둠회, 매운탕",2003-05-30,2003-07-01,2021-11-30
동강청정한우,강원도 속초시 미시령로 3380 (교동),한우모듬구이,2012-10-12,2012-12-17,2016-11-04
신촌옥,강원도 속초시 동해대로 4077 (조양동),"해물탕,오징어순대",2011-06-01,2011-07-05,
스끼다시천국횟집,"강원도 속초시 영랑해안길 9 (동명동,외 2필지)","모둠회, 매운탕",2013-11-11,2013-11-11,2021-11-30
그린막국수,강원도 속초시 소평로 8 (노학동),"막국수,옹심이",2008-05-30,2008-06-26,2017-11-10
한성칼국수,강원도 속초시 밤골5길 19 (교동),오리요리,2009-06-08,2009-07-01,2016-11-04
온천뜰,강원도 속초시 온천로 6 (노학동),"가마솥밥정식, 황태구이",2019-10-14,2019-11-21,2021-11-30
대포면옥,강원도 속초시 설악산로4번길 163-11 (대포동),"냉면, 갈비탕",2013-11-11,2013-11-11,2021-11-30
충청도회집,"강원도 속초시 영금정로 32, 2층 6.7호 (동명동)","회,매운탕",2011-06-01,2011-07-05,
궁중해물,강원도 속초시 먹거리6길 7 (교동),"생선찜, 해물탕",2013-11-11,2013-11-11,2021-11-30
큰집,강원도 속초시 중앙로416번길 5 (장사동),"모둠회, 물회",2020-10-13,2020-11-30,2021-11-30
속초우미닭갈비,강원도 속초시 먹거리1길 6 (교동),닭갈비,2012-10-12,2012-12-17,2021-11-30
판장부대찌개,강원도 속초시 청초호반로 306 (금호동),부대찌개,2015-09-30,2015-11-17,2021-11-30
속초곰치국,강원도 속초시 관광로 405 (노학동),곰칫국,2021-10-18,2021-11-30,
뚝배기양평해장국,강원도 속초시 엑스포로1길 19 (조양동),해장국,2019-10-14,2019-11-21,2021-11-30
갯가,강원도 속초시 중앙로 391 (장사동),"해물찜,낙지요리",2010-06-24,2010-08-02,
설악본가설렁탕,강원도 속초시 미시령로 3143 (장사동),"설렁탕, 갈비탕",2010-06-24,2010-08-02,2021-11-30
죽이야기속초교동점,강원도 속초시 엑스포로 180 (교동),"죽, 비빔밥",2021-10-18,2021-11-30,
초당본가할머니순두부,강원도 속초시 관광로 362 (노학동),"순두부, 황태구이",2012-10-12,2012-12-17,2021-11-30
란이,강원도 속초시 미시령로 3378 (교동),"짜장면, 짬뽕",2016-09-29,2016-11-04,2017-11-10
공룡갈비,강원도 속초시 먹거리2길 6 (교동),"돼지갈비, 삼겹살",2015-09-18,2015-11-17,2021-11-30
주식회사속초생대구,강원도 속초시 영랑해안3길 14 (영랑동),생대구탕,2018-10-19,2018-12-07,2021-11-30
임가원,강원도 속초시 먹거리1길 35-11 (교동),"자장면, 탕수육",2021-10-18,2021-11-30,
돌봉추어탕,강원도 속초시 만천4길 53-8 (교동),"추어탕, 백숙",2016-09-30,2016-11-04,2021-11-30
전주삼계탕,강원도 속초시 도리원길 77 (노학동),삼계탕,2015-09-30,2015-11-17,2021-11-30
윤방,강원도 속초시 선사로5길 3-1 (조양동),"모듬초밥, 참치회",2021-10-18,2021-11-30,
진부령황태골,"강원도 속초시 동해대로 3888, 1층 (조양동)","순두부, 황태구이",2012-12-17,2012-12-17,2017-11-10
대관령한우,"강원도 속초시 엑스포로 39, 1,2층 (조양동)",생고기 구이,2013-11-11,2013-11-11,2018-04-23
채선당,강원도 속초시 청초호반로 192 (교동),샤브샤브,2019-10-14,2019-11-21,2021-11-30
풍년막국수,강원도 속초시 이목로 104-2 (노학동),"막국수, 추어탕",2014-10-06,2014-11-12,2019-11-21
테라스,"강원도 속초시 중앙로129번길 6, 2층 (중앙동)","파스타, 피자",2014-10-02,2014-11-12,2021-11-30
일출봉활어회집,"강원도 속초시 대포항희망길 105, 1-2층 (대포동)","모둠회, 물회",2015-09-30,2015-11-17,2021-11-30
옛고을순두부,강원도 속초시 원암학사평길 114 (노학동),"삼색두부, 순두부",2015-10-05,2015-11-17,2021-11-30
냉면가,"강원도 속초시 중앙로129번길 53, 2층 (금호동)","냉면, 수육",2015-09-18,2015-11-17,2021-11-30
솔향,강원도 속초시 설악산로 1081 (설악동),"산채비빔밥, 젓갈비빔밥",2016-09-29,2016-11-04,2021-11-30
제일갈비,"강원도 속초시 노리1길 119, 가~나동 1층 (노학동)",오골계,2015-09-30,2015-11-17,2019-11-21
속초어장물회,강원도 속초시 엑스포로 31 (조양동),물회,2016-09-29,2016-11-04,2019-11-21
청초수물회앤섭국,"강원도 속초시 엑스포로 12-36, 2~4층 (조양동)","전복물회, 섭국",2015-09-30,2015-11-17,2021-11-30
속초해물뚝배기짬뽕의신,강원도 속초시 먹거리2길 17 (교동),"짬뽕, 탕수육",2018-10-19,2018-12-07,2021-11-30
속초대게천국,강원도 속초시 영금정로 24 (동명동),게찜,2015-09-21,2015-11-17,2019-04-04
황대구탕(본관),강원도 속초시 관광로 374 (노학동),생대구탕,2016-09-28,2016-11-04,2021-11-30
굴향,강원도 속초시 먹거리4길 5 (교동),"굴국밥, 굴보쌈",2017-09-28,2017-11-10,2021-11-30
금강송이한우,"강원도 속초시 먹거리2길 2, 2층 (교동)","한우, 한돈",2021-10-18,2021-11-30,
동강청정한우앤한돈,강원도 속초시 선사로 7-10 (조양동),"한우, 한돈",2017-09-26,2017-11-10,2021-11-30
수산물회,"강원도 속초시 엑스포로1길 12, 1,2층 (조양동)","모듬물회, 전복돌솥밥",2017-09-28,2017-11-10,2021-11-30
주식회사돈우마을,강원도 속초시 청초호반로 56 (조양동),"갈비, 삼겹살",2020-10-16,2020-11-30,2021-11-30
대포대게사랑,강원도 속초시 대포항길 11 (대포동),"대게찜, 회",2017-09-28,2017-11-10,2021-11-30
정재환왕갈비,강원도 속초시 번영로105번길 37 (동명동),"돼지갈비,삼겹살",2018-10-19,2018-12-07,2021-11-30
고메팔레스,"강원도 속초시 청초호반로 273, 2층 (청학동)",뷔페,2020-10-08,2020-11-30,2021-11-30
치포스속초조양점,"강원도 속초시 청대로 228, 1층 (조양동)",치킨,2018-10-19,2018-12-07,
마루촌가든,강원도 속초시 온천로 147 (노학동),고등어시래기조림,2019-10-15,2019-11-21,2021-11-30
와규더테이블,"강원도 속초시 청초호반로 176, 2층 (교동)","파스타, 불초밥구이",2018-10-19,2018-12-07,2021-11-30
명성게찜,"강원도 속초시 장사항해안길 51, 나동 1~2층 (장사동)",대게요리,2021-10-18,2021-11-30,2022-04-06
대추한알가든,강원도 속초시 설악산로 110 (도문동),"삼겹살, 쌈밥",2020-10-16,2020-11-30,2021-11-30
척산장어촌1관,강원도 속초시 온천로 11 (노학동),장어,2019-10-14,2019-11-21,2021-11-30
하누정원,"강원도 속초시 청대로 228, 1층 (조양동)",소고기구이,2019-10-14,2019-11-21,2022-04-06
뽕미남,"강원도 속초시 청호로 39, 1층 (청호동)","불짬뽕, 크림짬뽕",2021-10-18,2021-11-30,
이차돌속초교동점,강원도 속초시 청초호반로 178 (교동),"차돌박이, 냉면",2020-10-14,2020-11-30,2021-11-30
만선횟집,"강원도 속초시 장사항해안길 13, 1~2층 (장사동)","모둠회, 매운탕",2021-10-18,2021-11-30,
복수산해물탕,"강원도 속초시 엑스포로1길 14, 청초수물회 1층 (조양동)",해물탕,2020-10-16,2020-11-30,2021-11-30
바람꽃해녀마을속초본점,"강원도 속초시 바람꽃마을길 37, 1층 (노학동)",전복해물뚝배기,2021-10-18,2021-11-30,
동승춘,강원도 삼척시 대학로 12 (남양동),중화요리,2018-09-11,2018-10-31,2021-10-31
평남횟집,강원도 삼척시 새천년도로 77 (정하동),생선회,2015-09-21,2015-10-26,2016-10-31
중앙식당,강원도 삼척시 원덕읍 호산중앙로 5-32,갈비탕,2004-06-09,2004-07-08,
뚱보냉면,강원도 삼척시 새천년도로 630-19 (갈천동),냉면,2015-09-21,2015-10-26,
대승춘,강원도 삼척시 대학로 5 (읍중동),중화요리,2015-09-21,2015-10-26,2018-10-31
향,강원도 삼척시 대학로 38 (당저동),중화요리,2019-09-10,2019-10-31,2020-10-31
초롱엄마,강원도 삼척시 장기재길 60-3 (교동),찌게,2001-07-16,2001-07-20,
우미본가2호점,강원도 삼척시 중앙시장2길 32 (남양동),"등심,갈비살",2011-08-23,2011-10-04,2013-10-22
풍성물닭갈비,강원도 삼척시 중앙시장길 68-15 (남양동),"냉면,등심",2004-06-09,2007-07-09,
세원,강원도 삼척시 중앙시장2길 24 (남양동),돼지갈비,2015-09-21,2015-10-26,
산하식당,강원도 삼척시 동해대로 3785-106 (오분동),막국수,2001-07-16,2001-07-20,2002-05-14
대게왕국,강원도 삼척시 새천년도로 55 (정하동),대게,2017-09-22,2017-10-31,2018-10-31
와따백반,강원도 삼척시 근덕면 삼척로 3643,"육개장,갈비탕",2015-09-21,2015-10-26,
맹방가든,강원도 삼척시 근덕면 삼척로 3840,기러기스페샬,2005-07-07,2005-07-07,2005-07-07
더육향,강원도 삼척시 새천년도로 32 (정하동),칼국수,2019-09-09,2019-10-31,2021-10-31
큰손돌판갈비,강원도 삼척시 대학로 76 (교동),돼지갈비,2019-09-16,2019-10-31,2021-10-31
하동식당,강원도 삼척시 대학로 49-12 (당저동),삼계탕,2015-09-21,2015-10-26,
능라도회냉면,강원도 삼척시 당저동2길 58 (당저동),돼지갈비,2010-05-27,2010-06-25,2014-10-27
농가,강원도 삼척시 남양길 5 (남양동),"보쌈, 수육",2019-09-18,2019-10-31,2021-10-31
황금회관,강원도 삼척시 중앙로 221 (남양동),"갈비탕,불고기",2014-09-30,2014-10-24,2021-10-31
신라가든,강원도 삼척시 미로면 미로강변로1길 132-27,메기매운탕,2015-09-21,2015-10-26,2016-10-31
경북회관,"강원도 삼척시 도계읍 도계로 307, 2층","생선구이,돌솥밥",2015-09-21,2015-10-26,2016-10-31
자연청정한우,강원도 삼척시 도계읍 도계로 288,"소갈비,등심",2010-05-27,2010-06-25,2011-10-04
부일막국수,강원도 삼척시 새천년도로 596 (갈천동),"막국수,수육",2015-09-21,2015-10-26,2018-10-31
세모경양식,강원도 삼척시 중앙로 230 (남양동),경양식,2015-09-21,2015-10-26,2016-10-31
라스칼라,"강원도 삼척시 진주로 20, 중앙상가 6층 (남양동)",경양식,2003-06-26,2005-07-07,2006-07-07
미호회관,강원도 삼척시 남양길 33 (남양동),고기류,2015-09-21,2015-10-26,2021-10-31
행복한밥상,강원도 삼척시 근덕면 삼척로 2244,한식부페,2014-09-30,2014-10-24,2015-06-17
덕항가든,강원도 삼척시 신기면 환선로 550,,2020-09-21,2020-10-31,2021-10-31
대영생고기,"강원도 삼척시 도계읍 도계우회로1길 4, 2층",등심,2010-05-27,2010-06-25,2010-06-25
바다횟집,강원도 삼척시 새천년도로 88 (정하동),"곰치국,생선회",2015-09-21,2015-10-26,2020-10-31
무진장,강원도 삼척시 원덕읍 임원본촌길 29-65,한식,2005-07-05,2005-07-07,2005-07-07
모온떡엔차,강원도 삼척시 도계읍 도계로 236,"소갈비,돼지길비",2001-07-16,2005-07-07,2006-07-07
구름다리,강원도 삼척시 청석로1길 10-29 (교동),산채정식,2015-09-21,2015-10-26,2021-10-31
춘도식당,강원도 삼척시 근덕면 삼척로 3606-56,돌솥밥한정시,2016-10-10,2016-10-31,
오동나무식당,강원도 삼척시 도계읍 도계로 244-12,"삼겹살,불고기백반",2015-09-21,2015-10-26,2021-10-31
금다정식당,강원도 삼척시 나리골길 5 (정하동),한정식,2015-09-21,2015-10-26,2016-10-31
고향순두부,강원도 삼척시 오십천로 275-12 (원당동),순두부,2002-03-29,2003-07-07,
장군숯불갈비부페,"강원도 삼척시 척주로 9, 201호 (남양동, 대한타운)",육류,2010-05-27,2010-06-25,2010-06-25
배삼요배달삼겹도요리다,강원도 삼척시 대학로 27 (당저동),돼지갈비,2005-07-05,2005-07-07,2006-07-07
덕산회집,강원도 삼척시 근덕면 덕산해변1길 93-8,"물회,생선회",2015-09-21,2015-10-26,2021-10-31
고깃간,강원도 삼척시 척주로 44 (남양동),"갈비살,등심",2010-05-27,2010-06-25,2011-10-04
호반닭갈비,강원도 삼척시 대학로 42-13 (당저동),닭갈비,2017-09-22,2017-10-31,
죽서뚜구리집,강원도 삼척시 엑스포로 68 (성남동),민물고기 매운탕,2019-09-02,2019-10-31,2021-10-31
강화가든,강원도 삼척시 원당로2길 69 (원당동),등심,2015-09-21,2015-10-26,2021-10-31
본가해물,강원도 삼척시 정상안1길 12 (정상동),"해물찜,해물탕",2015-09-21,2015-10-26,2016-10-31
미가구이,강원도 삼척시 원덕읍 삼척로 432,버섯전골,2010-05-27,2010-06-25,2011-10-04
단천숯불갈비,강원도 삼척시 도계읍 도계로 294-1,불고기,2009-06-19,2009-06-19,
신화회집,강원도 삼척시 새천년도로 65-1 (정하동),생선회,2015-09-21,2015-10-26,2016-10-31
삼정식당,강원도 삼척시 새천년도로 30 (정하동),복지리,2015-09-21,2015-10-26,2021-10-31
통나무식당,강원도 삼척시 가곡면 풍곡안길 17-18,산채비빕밥,2001-07-16,2001-07-20,2002-05-14
저팔계,강원도 삼척시 대학로 15-1 (당저동),돼지고기,2015-09-21,2015-10-26,2016-10-31
소나무집,강원도 삼척시 중앙로 178 (남양동),갈비살,2019-09-26,2019-10-31,2021-10-31
엄마밥상,강원도 삼척시 원덕읍 옥원노곡길 2,닭백숙,2010-05-27,2010-06-25,2010-06-25
예손식당,강원도 삼척시 도계읍 도계로 213-1,"사래기전골, 차돌백이해장국",2018-09-11,2018-10-31,2021-10-31
샤브향,강원도 삼척시 엑스포로 4 (읍중동),샤브샤브,2015-09-21,2015-10-26,2021-10-31
편백숲,강원도 삼척시 중앙시장길 68-29 (남양동),해물샤브샤브,2019-09-18,2019-10-31,2021-10-31
킹호프,강원도 삼척시 진주로 21 (남양동),"돈까스, 스테이크",2018-09-05,2018-10-31,
대복숯불구이,강원도 삼척시 중앙시장2길 22-45 (남양동),"등심,돼지갈비",2015-09-21,2015-10-26,2021-10-31
부오나피자삼척점,강원도 삼척시 진주로 39 (남양동),양식,2003-11-28,2005-07-07,2005-07-07
교동면옥,강원도 삼척시 정상안1길 13-3 (정상동),고기류,2005-07-01,2007-07-09,2007-07-09
부성식당,강원도 삼척시 척주로 52-1 (남양동),막국수,2002-03-29,2005-07-07,2006-07-07
일품해물탕,강원도 삼척시 진주로 30-26 (남양동),"해물탕, 해물찜",2019-09-05,2019-10-31,2021-10-31
엄마손한우,강원도 삼척시 중앙시장1길 18 (남양동),고등어묵은지,2015-09-21,2015-10-26,2021-10-31
콩순이네,강원도 삼척시 도계읍 도계로 219,갈비살,2010-05-27,2010-06-25,2011-10-04
가향,강원도 삼척시 청석로 79-10 (교동),굴밥정식,2010-05-27,2010-06-25,2010-06-25
그랜드짚터뷔페,강원도 삼척시 도계읍 도계로3길 6,불고기,2010-05-27,2010-06-25,2012-10-22
삼척횟집,강원도 삼척시 새천년도로 125 (정하동),생선회,2015-09-21,2015-10-26,2016-10-31
송죽,강원도 삼척시 사직로 15-1 (사직동),오리고기,2015-09-21,2015-10-26,2016-10-31
사철회관,강원도 삼척시 중앙시장2길 21 (남양동),모듬수육전골,2003-06-26,2003-07-07,
대도식당,강원도 삼척시 척주로 43 (남양동),"옻닭, 오리백숙",2018-09-11,2018-10-31,2020-10-31
가마솥,강원도 삼척시 새천년도로 643 (갈천동),김치(된장)찌개,2015-09-21,2015-10-26,
바다마을,강원도 삼척시 테마타운길 53 (갈천동),곰치국,2015-09-21,2015-10-26,2018-10-31
따순밥2호점,강원도 삼척시 도계읍 도계로 246,중화요리,2015-09-21,2015-10-26,2018-10-31
만월정,강원도 삼척시 근덕면 방재로 811,굴밥정식,2015-09-21,2015-10-26,2021-10-31
삼척오리마을,강원도 삼척시 청석로 51 (교동),오리꼬치구이,2018-09-07,2018-10-31,2021-10-31
너울가지,강원도 삼척시 새천년도로 629-27 (갈천동),경양식,2015-09-21,2015-10-26,
텃밭에노는닭,강원도 삼척시 도계읍 도계로 334,물닭갈비,2016-08-30,2016-10-31,2021-10-31
태성갈비,강원도 삼척시 정상안1길 7-31 (정상동),돼지갈비,2016-10-10,2016-10-31,
만화인까페,"강원도 삼척시 진주로 26, 202호 (남양동)",한식,2003-11-28,2007-07-09,2007-07-09
삼돌이횟집대게,강원도 삼척시 새천년도로 127 (정하동),일식(회종류),2003-11-28,2007-07-09,2007-07-09
신불향쭈꾸미,강원도 삼척시 정상로4길 46 (정상동),돼지고기,2010-05-27,2010-06-25,
큰집,강원도 삼척시 대학로 39 (당저동),돼지고기,2019-09-06,2019-10-31,2020-10-31
해도지횟집오복미가,강원도 삼척시 새천년도로 511 (교동),"생선회,돌솥밥",2017-09-22,2017-10-31,2021-10-31
갈비시대,강원도 삼척시 엑스포로 163-4 (건지동),"버섯전골,소갈낚지",2004-06-09,2007-07-09,2007-07-09
